story_key,story_title,epic,story_type,user_story,workflow_use_case,expected_behavior,acceptance_criteria,story_sync,source_confidence,priority,status,linked_qa_tracker_ids,tested_fixtures,tested_specs,test_coverage_notes,notes,last_reviewed
bubble-view:style-rendering,[Bubble] Style bubbles and preserve colors through filtering and sessions,Bubble,Settings/Controls,"As a MicrobeTrace user, I want to style the Bubble view from uploaded data and controls, so that I can visually distinguish data categories and preserve presentation choices.","Apply style files, color mappings, or styling controls to covered datasets and verify the Bubble view reflects the selected visual encoding.","Bubble applies covered colors, labels, sizes, shapes, and style-table edits consistently through filtering, grouping, timeline, and restore paths where applicable.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,bubble-view:B011; bubble-view:B020; bubble-view:B021; bubble-view:B022; bubble-view:B023; bubble-view:B033,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts; cypress/e2e/journeys/flows/bubble-styling-uploaded.cy.ts; cypress/e2e/journeys/flows/bubble-cluster-recompute-uploaded.cy.ts; cypress/e2e/journeys/flows/bubble-style-session-roundtrip-uploaded.cy.ts,"Grouped from 6 QA tracker row(s): Uploaded node color mapping reflected on Bubble; Fixed node color on Bubble; Individual node color-table edit reflected on Bubble; Threshold-driven cluster recolor and rebucketing on Bubble; Threshold-driven collapsed aggregate recompute on Bubble; Uploaded style file reflected on Bubble. Source areas: Styling, Filtering + Styling.",Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
bubble-view:timeline,[Bubble] Explore bubble plot changes over time,Bubble,Settings/Controls,"As a MicrobeTrace user, I want to inspect time-based changes in the Bubble view, so that I can understand how the visible data changes over time.","Apply timeline controls to the covered datasets, play or scrub checkpoints, and verify the Bubble view updates only the intended target state.","Bubble keeps timeline membership, colors, and non-target view behavior consistent with the covered checkpoint expectations.","Given the linked QA tracker scenarios, when the user performs the covered Bubble workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,bubble-view:B015; bubble-view:B027; bubble-view:B028; bubble-view:B029,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-timeline-controls-uploaded.cy.ts; cypress/e2e/journeys/flows/bubble-timeline-oracle-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Timeline play/pause and manual slider mechanics; Collapsed Bubble timeline playback; Color persistence after Bubble timeline teardown; Uploaded deterministic Bubble timeline checkpoints. Source areas: Timeline.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
epi-curve:configure-controls,"[Epi Curve] Configure date fields, intervals, and single-date controls",Epi Curve,Settings/Controls,"As a MicrobeTrace user, I want to configure the epi curve view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the epi curve view and verify each setting updates the rendered view or session state without corrupting data membership.,"Epi Curve control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Epi Curve workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,Low,P1,Draft,epi-curve:E008; epi-curve:E012; epi-curve:E013; epi-curve:E022,demo session sample dataset; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/view-state/timeline-epicurve-view.cy.ts; cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Single-date controls; Uploaded single-date settings parity; X-axis Interval control on uploaded data; Date-field reset clears stale rendering. Source areas: Epi Curve Settings.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
epi-curve:export-and-restore,[Epi Curve] Export and restore Epi Curve outputs and state,Epi Curve,Export,"As a MicrobeTrace user, I want to export the epi curve view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the epi curve view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Epi Curve exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Epi Curve workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,epi-curve:E006; epi-curve:E007; epi-curve:E019; epi-curve:E020,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-export-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Uploaded Epi export to PNG; Uploaded Epi export to SVG; PNG advanced scale and calculated resolution; PNG quality control behavior. Source areas: Export And Persistence.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
epi-curve:load-supported-data,[Epi Curve] Build epidemic curves from supported uploaded datasets,Epi Curve,Data Processing,"As a MicrobeTrace user, I want to launch the epi curve view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the epi curve view, and confirm the rendered state reflects the uploaded data.","Epi Curve accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Epi Curve workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,epi-curve:E001; epi-curve:E002; epi-curve:E003; epi-curve:E004; epi-curve:E005; epi-curve:E011,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; AngularTesting_seqs_TN93_BS.fasta; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/epi-curve-load-uploaded.cy.ts; cypress/e2e/journeys/flows/epi-curve-direct-launch-uploaded.cy.ts,Grouped from 6 QA tracker row(s): Load Uploaded node + link data; Load Uploaded sequence node-list data; Load Uploaded matrix + node metadata data; Load Uploaded FASTA + node metadata data; Load Uploaded mixed-origin data; Direct file launch to Epi Curve default view. Source areas: Load Epi Curve.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
epi-curve:multi-date,[Epi Curve] Compare Epi Curve date series in side-by-side and overlay modes,Epi Curve,Settings/Controls,"As a MicrobeTrace user, I want to configure the epi curve view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the epi curve view and verify each setting updates the rendered view or session state without corrupting data membership.,"Epi Curve control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Epi Curve workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,Low,P1,Draft,epi-curve:E010; epi-curve:E016; epi-curve:E017; epi-curve:E018,demo session sample dataset; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/view-state/timeline-epicurve-view.cy.ts; cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Side-by-side and overlay controls; Uploaded side-by-side multi-date; Uploaded overlay multi-date; Uploaded multi-date legend and cumulative controls. Source areas: Multi Date.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
epi-curve:style-rendering,[Epi Curve] Style bars and react to cluster or node color changes,Epi Curve,Settings/Controls,"As a MicrobeTrace user, I want to style the epi curve view from uploaded data and controls, so that I can visually distinguish data categories and preserve presentation choices.","Apply style files, color mappings, or styling controls to covered datasets and verify the epi curve view reflects the selected visual encoding.","Epi Curve applies covered colors, labels, sizes, shapes, and style-table edits consistently through filtering, grouping, timeline, and restore paths where applicable.","Given the linked QA tracker scenarios, when the user performs the covered Epi Curve workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,Low,P1,Draft,epi-curve:E009; epi-curve:E014; epi-curve:E015; epi-curve:E021,demo session sample dataset; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/view-state/timeline-epicurve-view.cy.ts; cypress/e2e/journeys/flows/epi-curve-styling-uploaded.cy.ts; cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Cluster and node-color interactions; Uploaded Cluster-color reactivity; Uploaded Node Color reactivity; Uploaded single-date fixed Epi color and Color By visibility. Source areas: Styling.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
gantt-chart:configure-controls,"[Gantt Chart] Configure entries, colors, opacity, grid, spacing, and font size",Gantt Chart,Settings/Controls,"As a MicrobeTrace user, I want to configure the Gantt chart view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the Gantt chart view and verify each setting updates the rendered view or session state without corrupting data membership.,"Gantt Chart control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Gantt Chart workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,gantt-chart:G005; gantt-chart:G007; gantt-chart:G008; gantt-chart:G009; gantt-chart:G010; gantt-chart:G011; gantt-chart:G012; gantt-chart:G017; gantt-chart:G021; gantt-chart:G022,AngularTesting_nodelist_withseqs_TN93_BS.csv; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-multi-entry-uploaded.cy.ts; cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts; cypress/e2e/journeys/flows/gantt-empty-state-uploaded.cy.ts,"Grouped from 10 QA tracker row(s): Multi-entry management on uploaded data; Update Existing-entry color; Update Existing-entry opacity; Toggle Grid show hide; Spacing Y updates row layout; Spacing X updates horizontal scale; Font size updates rendered axes; Default entry-name fallback; plus 2 additional covered scenarios. Source areas: Gantt Settings, Visual Settings.",Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
gantt-chart:export-output,[Gantt Chart] Export Gantt Chart outputs,Gantt Chart,Export,"As a MicrobeTrace user, I want to export the Gantt chart view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the Gantt chart view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Gantt Chart exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Gantt Chart workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,gantt-chart:G004; gantt-chart:G013; gantt-chart:G014; gantt-chart:G019,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-export-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Export Uploaded Gantt SVG; Export Uploaded Gantt PNG; Export Uploaded Gantt JPEG; Export dialog filetype toggle and cancel path. Source areas: Export.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
gantt-chart:load-supported-data,[Gantt Chart] Build Gantt entries from supported date fields,Gantt Chart,Data Processing,"As a MicrobeTrace user, I want to launch the Gantt chart view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the Gantt chart view, and confirm the rendered state reflects the uploaded data.","Gantt Chart accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Gantt Chart workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,gantt-chart:G001; gantt-chart:G002; gantt-chart:G003; gantt-chart:G006; gantt-chart:G020,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/gantt-node-link-uploaded.cy.ts; cypress/e2e/journeys/flows/gantt-sequence-node-uploaded.cy.ts; cypress/e2e/journeys/flows/gantt-direct-launch-uploaded.cy.ts; cypress/e2e/journeys/flows/gantt-empty-state-uploaded.cy.ts,Grouped from 5 QA tracker row(s): Uploaded node + link date-range; Uploaded sequence-node date-range entry; Uploaded sequence-node single-date entry; Direct launch from File Settings; Empty-state launch and settings stability. Source areas: Load Gantt.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
gantt-chart:manage-view-layout,[Gantt Chart] Manage Gantt Chart layout and navigation state,Gantt Chart,Visualization Behavior,"As a MicrobeTrace user, I want to use the Gantt chart view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the Gantt chart view through the covered layout paths and verify the view remains usable.","Gantt Chart remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Gantt Chart workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,gantt-chart:G018,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Switch away and back preserves created entries. Source areas: View State.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
gantt-chart:map-render-data,"[Gantt Chart] Map date ranges, single dates, and fallback entry names",Gantt Chart,Data Processing,"As a MicrobeTrace user, I want to map and render data fields in the Gantt chart view, so that I can inspect the right labels, ranges, and derived values for my dataset.","Configure the covered data-field, label, sizing, or rendering options and verify the Gantt chart view displays the expected data.","Gantt Chart maps covered data fields into the rendered view accurately and keeps labels, dimensions, and derived values synchronized with the selected options.","Given the linked QA tracker scenarios, when the user performs the covered Gantt Chart workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,gantt-chart:G015; gantt-chart:G016,Cypress_GanttEdgeCasesNodes.csv; Cypress_GanttEdgeCasesLinks.csv,cypress/e2e/journeys/flows/gantt-data-mapping-uploaded.cy.ts,Grouped from 2 QA tracker row(s): Sparse date fields skip incomplete rows; GMT or timezone-stamped date normalization. Source areas: Data Mapping.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:combo,[Sankey] Combine Sankey field mapping with styling controls,Sankey,Settings/Controls,"As a MicrobeTrace user, I want to combine Sankey field mapping with styling controls, so that I can complete the covered analysis workflow reliably.",Exercise the covered Sankey scenarios and verify the view reaches the expected state.,Sankey preserves the behavior covered by the linked QA tracker evidence.,"Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,sankey-view:S025,AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/sankey-cluster-filtering-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Cluster-based Sankey recomputes after filtering changes. Source areas: Combo.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:configure-controls,[Sankey] Configure field mappings and Sankey controls,Sankey,Settings/Controls,"As a MicrobeTrace user, I want to configure the Sankey view controls, so that I can adjust the analysis view and immediately see the correct result.",Use the covered controls for the Sankey view and verify each setting updates the rendered view or session state without corrupting data membership.,"Sankey control changes are reflected in the rendered view, maintain stable membership, and preserve documented control state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,sankey-view:S008; sankey-view:S009; sankey-view:S016; sankey-view:S017; sankey-view:S018,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/sankey-controls-uploaded.cy.ts,Grouped from 5 QA tracker row(s): Minimum variable requirement on uploaded data; Uploaded categorical field selection and third-layer rendering; Remove variables and return to warning state; Reorder variables updates axis order and transition counts; Maximum five-variable guard. Source areas: Sankey Settings.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:export-and-restore,[Sankey] Export and restore Sankey outputs and state,Sankey,Export,"As a MicrobeTrace user, I want to export the Sankey view outputs in supported formats, so that I can save and share analysis results outside the app.","Configure the Sankey view as needed, use the supported export actions, and verify the exported files or restored state match the current view.","Sankey exports supported formats without stale downloads, missing content, or mismatched view state. Session or restore paths preserve the configured state where covered.","Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,sankey-view:S012; sankey-view:S013; sankey-view:S023; sankey-view:S024,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/sankey-controls-uploaded.cy.ts,Grouped from 4 QA tracker row(s): Sankey export to PNG; Sankey export to SVG; PNG advanced scale and resolution controls; Export dialog filetype toggle and cancel path. Source areas: Export And Persistence.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:interact-with-view,[Sankey] Interact with Sankey rendered data,Sankey,Visualization Behavior,"As a MicrobeTrace user, I want to interact with the Sankey view data directly, so that I can inspect, select, and drill into the data shown in the view.","Select, hover, pan, zoom, expand, or otherwise interact with the rendered data in the Sankey view and verify the app updates the expected detail state.","Sankey interactions expose correct tooltips, selections, drilldowns, and synchronized state without leaking stale selections or rows.","Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P2,Draft,sankey-view:S011; sankey-view:S021; sankey-view:S022,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/sankey-controls-uploaded.cy.ts,Grouped from 3 QA tracker row(s): Node tooltip on uploaded data; Link tooltip on uploaded data; Node drag updates layout and link geometry. Source areas: Interaction.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:load-supported-data,[Sankey] Build Sankey diagrams from supported datasets,Sankey,Data Processing,"As a MicrobeTrace user, I want to launch the Sankey view from supported uploaded datasets, so that I can start analysis without manually preparing intermediate files.","Load the supported file combinations listed in QA evidence, open the Sankey view, and confirm the rendered state reflects the uploaded data.","Sankey accepts covered file types, derives or maps required data, and renders a stable view with expected counts, labels, tables, or visual marks for each supported load path.","Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,sankey-view:S001; sankey-view:S002; sankey-view:S003; sankey-view:S004; sankey-view:S005; sankey-view:S006; sankey-view:S007; sankey-view:S014; sankey-view:S015,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk; AngularTesting_Epi_linklist_BS.csv; LargeDataSet_Test_sequences_node_sankey.csv; Large_Dataset_forTesting_epiLinks.csv,cypress/e2e/journeys/flows/upload-launch-sankey.cy.ts; cypress/e2e/journeys/flows/sankey-large-uploaded.cy.ts; cypress/e2e/journeys/flows/sankey-direct-launch-uploaded.cy.ts,Grouped from 9 QA tracker row(s): Distance edgelist upload then switch to Sankey; Distance matrix upload then switch to Sankey; FASTA upload then switch to Sankey; Uploaded node list + link list then switch to Sankey; Sequence node-list upload then switch to Sankey; Newick upload then switch to Sankey; Mixed-origin upload then switch to Sankey; Load Large uploaded Sankey data; plus 1 additional covered scenarios. Source areas: Load Sankey.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
sankey-view:style-rendering,[Sankey] Style Sankey nodes and links,Sankey,Settings/Controls,"As a MicrobeTrace user, I want to style the Sankey view from uploaded data and controls, so that I can visually distinguish data categories and preserve presentation choices.","Apply style files, color mappings, or styling controls to covered datasets and verify the Sankey view reflects the selected visual encoding.","Sankey applies covered colors, labels, sizes, shapes, and style-table edits consistently through filtering, grouping, timeline, and restore paths where applicable.","Given the linked QA tracker scenarios, when the user performs the covered Sankey workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,sankey-view:S010; sankey-view:S019; sankey-view:S020,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/sankey-controls-uploaded.cy.ts,Grouped from 3 QA tracker row(s): Uniform link color and font-size controls on uploaded data; Source and Target link-color modes; Per-layer color edits update nodes and derived link colors. Source areas: Styling.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
waterfall-view:dashboard-integration,[Waterfall] Use Waterfall inside Dashboard layouts,Waterfall,Settings/Controls,"As a MicrobeTrace user, I want to use the Waterfall view within the app layout, so that I can navigate, resize, and restore the view without losing context.","Open, close, resize, switch, or restore the Waterfall view through the covered layout paths and verify the view remains usable.","Waterfall remains stable through layout, dashboard, navigation, and hidden-pane lifecycle changes.","Given the linked QA tracker scenarios, when the user performs the covered Waterfall workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,waterfall-view:W027,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/dashboard-filtering-propagation-uploaded.cy.ts; cypress/e2e/journeys/flows/dashboard-timeline-propagation-uploaded.cy.ts,Grouped from 1 QA tracker row(s): Dashboard Waterfall filtering and timeline propagation. Source areas: Dashboard.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
waterfall-view:filter-refresh-data,[Waterfall] Keep Waterfall synchronized with filtering changes,Waterfall,Settings/Controls,"As a MicrobeTrace user, I want to filter and refresh the Waterfall view without stale results, so that I can trust that visible data matches the active analysis controls.","Change the covered filtering, threshold, cluster, or refresh controls and verify the Waterfall view immediately reflects the current visible data.","Waterfall recomputes rendered nodes, links, rows, or summaries from the active filters and clears stale state when the visible data changes.","Given the linked QA tracker scenarios, when the user performs the covered Waterfall workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P0,Draft,waterfall-view:W011; waterfall-view:W012,AngularTesting_Distance_linklist_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-refresh-uploaded.cy.ts,Grouped from 2 QA tracker row(s): Threshold-only visible-link refresh while cluster membership stays stable; Minimum Cluster Size and Reveal Everything while Waterfall is active. Source areas: Waterfall Refresh.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
waterfall-view:handle-empty-data,[Waterfall] Handle empty or incomplete Waterfall data,Waterfall,Data Processing,"As a MicrobeTrace user, I want to handle empty or incomplete data in the Waterfall view, so that I can recover from missing data without a broken view.","Open the Waterfall view with empty, filtered, or incomplete data and verify the app shows a coherent empty or recovery state.","Waterfall presents clear empty-state behavior and avoids stale rendered data when no valid rows, nodes, links, or fields are available.","Given the linked QA tracker scenarios, when the user performs the covered Waterfall workflow, then the expected behavior remains true for each listed fixture and spec.; Given the listed Cypress specs are run, when they pass, then this story has automated evidence for the grouped acceptance checks.; Given linked QA evidence changes, when this story is regenerated, then tested fixtures, specs, and coverage notes stay aligned with the current QA trackers.",false,High,P1,Draft,waterfall-view:W019; waterfall-view:W024,n/a; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-empty-state.cy.ts,Grouped from 2 QA tracker row(s): No-data prompt; Filtering hides every visible cluster and recovery via Reveal Everything. Source areas: Waterfall Empty State.,Generated as a grouped user story from QA tracker evidence. Review title and behavior language before enabling story_sync.,2026-04-22
